Cultivo,"Lechuga","Iceberg",43,70,"PARCELA-D93","2022-07-15","EN_RIESGO",["FERTILIZACION:2022-10-12"]
Cultivo,"Papa","Andina",42,40,"PARCELA-F56","2022-07-02","EN_RIESGO",["COSECHA:2022-08-09"]
Cultivo,"Tomate","Cherry",23,80,"PARCELA-G42","2023-03-23","COSECHADO",["SIEMBRA:2023-05-31"]
Cultivo,"Pimiento","Amarillo",5,90,"PARCELA-F37","2023-07-25","ACTIVO",["FUMIGACION:2023-10-03"]
Cultivo,"Lechuga","Mantecosa",55,00,"PARCELA-P05","2023-12-16","ACTIVO",["FUMIGACION:2024-02-15"]
Cultivo,"Uva","Thompson",59,80,"PARCELA-M29","2024-08-07","COSECHADO",["FERTILIZACION:2024-10-22"]
Cultivo,"Papa","Andina",47,00,"PARCELA-F42","2023-04-08","COSECHADO",["RIEGO:2023-04-25"]
Cultivo,"Lechuga","Mantecosa",35,30,"PARCELA-K62","2022-10-10","EN_RIESGO",["RIEGO:2022-12-07"]
Cultivo,"Maíz","Dulce",29,30,"PARCELA-K76","2024-05-14","COSECHADO",["PODA:2024-08-05"]
Cultivo,"Cebolla","Morada",42,90,"PARCELA-O16","2024-07-12","EN_RIESGO",["FUMIGACION:2024-12-18"]
Cultivo,"Papa","Rosada",33,50,"PARCELA-S81","2023-11-14","COSECHADO",["FERTILIZACION:2023-12-15"]
Cultivo,"Pimiento","Amarillo",34,60,"PARCELA-D17","2024-02-22","COSECHADO",["COSECHA:2024-03-26"]
Cultivo,"Pimiento","Amarillo",51,60,"PARCELA-Q16","2022-02-08","COSECHADO",["FERTILIZACION:2022-04-23"]
Cultivo,"Frutilla","Albión",27,10,"PARCELA-Z23","2023-02-18","COSECHADO",["PODA:2023-08-17"]
Cultivo,"Tomate","Cherry",7,20,"PARCELA-V09","2024-09-29","COSECHADO",["COSECHA:2025-03-21"]
Cultivo,"Frutilla","Ventana",50,80,"PARCELA-L03","2022-07-21","ACTIVO",["FERTILIZACION:2022-11-30"]
Cultivo,"Pimiento","Rojo",47,90,"PARCELA-Z32","2022-04-10","COSECHADO",["SIEMBRA:2022-08-14"]
Cultivo,"Maíz","Amarillo",36,00,"PARCELA-B23","2024-11-05","EN_RIESGO",["FERTILIZACION:2025-01-04"]
Cultivo,"Tomate","Cherry",48,50,"PARCELA-M08","2024-07-13","EN_RIESGO",["FUMIGACION:2024-11-05"]
Cultivo,"Papa","Rosada",41,70,"PARCELA-E18","2022-09-15","COSECHADO",["COSECHA:2023-02-22"]
Cultivo,"Pimiento","Rojo",14,20,"PARCELA-Q80","2024-11-15","COSECHADO",["RIEGO:2025-02-03"]
Cultivo,"Uva","Thompson",39,10,"PARCELA-F33","2022-09-30","ACTIVO",["FERTILIZACION:2023-01-24"]
Cultivo,"Lechuga","Romana",7,30,"PARCELA-J72","2023-01-24","COSECHADO",["COSECHA:2023-02-13"]
Cultivo,"Trigo","Duro",59,20,"PARCELA-R24","2022-04-11","ACTIVO",["FERTILIZACION:2022-05-05"]
Cultivo,"Maíz","Amarillo",22,80,"PARCELA-H83","2022-05-13","ACTIVO",["PODA:2022-08-18"]
Cultivo,"Maíz","Blanco",10,70,"PARCELA-E25","2024-06-07","ACTIVO",["COSECHA:2024-08-14"]
Cultivo,"Maíz","Amarillo",48,70,"PARCELA-S02","2024-06-23","COSECHADO",["FUMIGACION:2024-08-12"]
Cultivo,"Trigo","Premium",34,40,"PARCELA-N74","2024-12-31","EN_RIESGO",["COSECHA:2025-04-04"]
Cultivo,"Uva","Crimson",51,50,"PARCELA-N90","2022-05-26","ACTIVO",["FUMIGACION:2022-07-28"]
Cultivo,"Tomate","Cherry",20,70,"PARCELA-H20","2024-08-05","ACTIVO",["COSECHA:2025-01-08"]
Cultivo,"Papa","Rosada",54,00,"PARCELA-O35","2023-06-14","COSECHADO",["COSECHA:2023-09-21"]
Cultivo,"Cebolla","Amarilla",14,00,"PARCELA-I45","2024-05-30","ACTIVO",["SIEMBRA:2024-10-17"]
Cultivo,"Pimiento","Amarillo",23,50,"PARCELA-R45","2022-12-29","ACTIVO",["PODA:2023-02-26"]
Cultivo,"Uva","Crimson",10,60,"PARCELA-U92","2024-07-18","EN_RIESGO",["COSECHA:2024-10-09"]
Cultivo,"Lechuga","Mantecosa",9,50,"PARCELA-R81","2022-10-03","ACTIVO",["SIEMBRA:2023-03-02"]
Cultivo,"Pimiento","Rojo",55,10,"PARCELA-Z64","2022-07-14","COSECHADO",["PODA:2022-10-09"]
Cultivo,"Zanahoria","Nantesa",17,50,"PARCELA-X60","2022-02-06","COSECHADO",["FERTILIZACION:2022-05-25"]
Cultivo,"Trigo","Blando",56,30,"PARCELA-Y34","2024-12-12","EN_RIESGO",["FERTILIZACION:2025-01-22"]
Cultivo,"Trigo","Duro",19,40,"PARCELA-R15","2023-02-13","COSECHADO",["RIEGO:2023-06-21"]
Cultivo,"Cebolla","Morada",48,50,"PARCELA-R11","2023-11-29","EN_RIESGO",["RIEGO:2023-12-22"]
Cultivo,"Uva","Crimson",15,70,"PARCELA-I42","2024-12-20","EN_RIESGO",["RIEGO:2025-02-06"]
Cultivo,"Trigo","Duro",36,80,"PARCELA-A39","2022-09-21","EN_RIESGO",["SIEMBRA:2022-10-14"]
Cultivo,"Maíz","Blanco",19,50,"PARCELA-X85","2022-02-16","EN_RIESGO",["COSECHA:2022-07-22"]
Cultivo,"Zanahoria","Chantenay",58,90,"PARCELA-N17","2023-11-27","COSECHADO",["PODA:2024-03-01"]
Cultivo,"Lechuga","Romana",43,00,"PARCELA-F81","2022-06-05","ACTIVO",["SIEMBRA:2022-09-19"]
Cultivo,"Maíz","Blanco",17,00,"PARCELA-O15","2022-05-18","EN_RIESGO",["PODA:2022-06-02"]
Cultivo,"Cebolla","Amarilla",57,90,"PARCELA-X68","2024-03-05","EN_RIESGO",["FERTILIZACION:2024-03-16"]
Cultivo,"Uva","Red Globe",10,90,"PARCELA-Z84","2024-01-15","ACTIVO",["FUMIGACION:2024-05-09"]
Cultivo,"Trigo","Premium",34,40,"PARCELA-T75","2022-02-06","EN_RIESGO",["FUMIGACION:2022-04-29"]
Cultivo,"Tomate","Cherry",29,20,"PARCELA-M06","2024-04-26","ACTIVO",["RIEGO:2024-07-19"]
Cultivo,"Pimiento","Rojo",26,80,"PARCELA-Z80","2023-05-24","EN_RIESGO",["RIEGO:2023-09-18"]
Cultivo,"Maíz","Dulce",14,60,"PARCELA-D44","2022-05-21","EN_RIESGO",["SIEMBRA:2022-08-05"]
Cultivo,"Pimiento","Amarillo",58,60,"PARCELA-G37","2024-12-21","ACTIVO",["RIEGO:2025-03-19"]
Cultivo,"Cebolla","Amarilla",41,50,"PARCELA-R96","2022-05-13","COSECHADO",["COSECHA:2022-07-25"]
Cultivo,"Tomate","Roma",21,20,"PARCELA-E80","2024-12-13","EN_RIESGO",["FERTILIZACION:2025-04-26"]
Cultivo,"Uva","Thompson",6,40,"PARCELA-Y07","2023-07-22","EN_RIESGO",["PODA:2023-10-22"]
Cultivo,"Tomate","Roma",44,20,"PARCELA-Y92","2023-04-18","ACTIVO",["COSECHA:2023-07-09"]
Cultivo,"Cebolla","Morada",50,90,"PARCELA-N80","2023-11-25","ACTIVO",["FUMIGACION:2024-03-06"]
Cultivo,"Maíz","Blanco",33,90,"PARCELA-S73","2024-06-07","COSECHADO",["PODA:2024-11-21"]
Cultivo,"Frutilla","Ventana",26,40,"PARCELA-L35","2023-01-16","ACTIVO",["RIEGO:2023-06-22"]
Cultivo,"Trigo","Premium",53,20,"PARCELA-L39","2022-06-25","COSECHADO",["FUMIGACION:2022-10-03"]
Cultivo,"Frutilla","Albión",42,80,"PARCELA-J51","2023-03-14","COSECHADO",["FUMIGACION:2023-07-07"]
Cultivo,"Tomate","Grande",50,90,"PARCELA-W41","2023-01-07","ACTIVO",["FERTILIZACION:2023-02-12"]
Cultivo,"Pimiento","Verde",10,10,"PARCELA-C09","2024-10-03","COSECHADO",["COSECHA:2024-12-12"]
Cultivo,"Pimiento","Rojo",24,10,"PARCELA-W45","2022-04-28","ACTIVO",["PODA:2022-09-06"]
Cultivo,"Uva","Crimson",25,30,"PARCELA-Z41","2023-10-10","ACTIVO",["FUMIGACION:2023-11-29"]
Cultivo,"Uva","Thompson",16,30,"PARCELA-D70","2024-09-21","EN_RIESGO",["FERTILIZACION:2024-10-18"]
Cultivo,"Lechuga","Mantecosa",15,40,"PARCELA-D20","2023-07-10","ACTIVO",["RIEGO:2023-08-03"]
Cultivo,"Lechuga","Mantecosa",31,50,"PARCELA-H46","2023-03-09","COSECHADO",["PODA:2023-07-30"]
Cultivo,"Cebolla","Blanca",30,50,"PARCELA-C48","2023-12-04","ACTIVO",["RIEGO:2024-01-30"]
Cultivo,"Uva","Red Globe",23,10,"PARCELA-L84","2024-05-23","ACTIVO",["FUMIGACION:2024-10-21"]
Cultivo,"Uva","Red Globe",36,90,"PARCELA-J51","2022-08-29","EN_RIESGO",["FUMIGACION:2022-09-15"]
Cultivo,"Lechuga","Romana",17,00,"PARCELA-K15","2022-12-16","EN_RIESGO",["COSECHA:2023-03-11"]
Cultivo,"Maíz","Blanco",47,30,"PARCELA-U93","2022-09-08","COSECHADO",["RIEGO:2023-03-01"]
Cultivo,"Uva","Red Globe",44,40,"PARCELA-E19","2024-09-24","ACTIVO",["RIEGO:2025-02-26"]
Cultivo,"Frutilla","Albión",13,20,"PARCELA-C07","2024-04-23","ACTIVO",["SIEMBRA:2024-10-11"]
Cultivo,"Cebolla","Morada",52,60,"PARCELA-S15","2022-03-11","EN_RIESGO",["PODA:2022-06-11"]
Cultivo,"Pimiento","Verde",38,50,"PARCELA-F26","2024-06-17","COSECHADO",["COSECHA:2024-08-01"]
Cultivo,"Uva","Thompson",58,30,"PARCELA-O98","2024-09-16","COSECHADO",["RIEGO:2025-02-12"]
Cultivo,"Maíz","Blanco",21,60,"PARCELA-O32","2024-07-27","ACTIVO",["COSECHA:2024-11-24"]
Cultivo,"Papa","Rosada",20,20,"PARCELA-Z19","2024-03-05","EN_RIESGO",["COSECHA:2024-06-14"]
Cultivo,"Pimiento","Verde",48,50,"PARCELA-E22","2023-07-26","COSECHADO",["FUMIGACION:2023-12-10"]
Cultivo,"Trigo","Blando",15,70,"PARCELA-Y48","2024-02-29","ACTIVO",["SIEMBRA:2024-03-07"]
Cultivo,"Frutilla","Albión",11,60,"PARCELA-H10","2022-03-09","ACTIVO",["SIEMBRA:2022-04-05"]
Cultivo,"Frutilla","Albión",6,20,"PARCELA-I22","2023-02-23","COSECHADO",["PODA:2023-03-15"]
Cultivo,"Tomate","Roma",12,50,"PARCELA-P84","2022-04-06","EN_RIESGO",["COSECHA:2022-08-18"]
Cultivo,"Tomate","Cherry",30,40,"PARCELA-U92","2022-07-03","COSECHADO",["RIEGO:2022-08-26"]
Cultivo,"Uva","Thompson",24,20,"PARCELA-K03","2024-03-27","ACTIVO",["SIEMBRA:2024-04-06"]
Cultivo,"Frutilla","Camarosa",14,90,"PARCELA-E21","2023-08-08","ACTIVO",["RIEGO:2023-09-16"]
Cultivo,"Uva","Thompson",45,50,"PARCELA-Q72","2024-02-04","EN_RIESGO",["FERTILIZACION:2024-06-23"]
Cultivo,"Pimiento","Amarillo",18,90,"PARCELA-E26","2022-09-20","EN_RIESGO",["SIEMBRA:2022-11-09"]
Cultivo,"Lechuga","Iceberg",12,00,"PARCELA-S38","2023-01-23","COSECHADO",["SIEMBRA:2023-06-27"]
Cultivo,"Tomate","Grande",23,70,"PARCELA-I13","2024-12-07","ACTIVO",["FUMIGACION:2025-06-01"]
Cultivo,"Trigo","Premium",44,80,"PARCELA-W71","2024-10-16","EN_RIESGO",["RIEGO:2024-12-02"]
Cultivo,"Maíz","Amarillo",37,80,"PARCELA-R72","2024-02-24","COSECHADO",["FUMIGACION:2024-07-06"]
Cultivo,"Maíz","Blanco",59,10,"PARCELA-M22","2022-03-13","EN_RIESGO",["COSECHA:2022-08-18"]
Cultivo,"Zanahoria","Nantesa",6,60,"PARCELA-V05","2022-03-20","EN_RIESGO",["FERTILIZACION:2022-04-29"]
Cultivo,"Pimiento","Rojo",57,50,"PARCELA-G11","2022-04-27","ACTIVO",["FUMIGACION:2022-09-10"]
Cultivo,"Frutilla","Albión",48,20,"PARCELA-O30","2023-07-24","COSECHADO",["SIEMBRA:2023-09-23"]
Cultivo,"Maíz","Dulce",15,10,"PARCELA-P28","2023-09-13","ACTIVO",["SIEMBRA:2024-02-14"]
Cultivo,"Uva","Thompson",58,70,"PARCELA-W24","2024-12-19","COSECHADO",["PODA:2025-04-30"]
Cultivo,"Uva","Thompson",19,90,"PARCELA-Y52","2024-07-18","COSECHADO",["FUMIGACION:2024-12-17"]
Cultivo,"Trigo","Duro",40,90,"PARCELA-K73","2024-07-13","EN_RIESGO",["PODA:2024-07-31"]
Cultivo,"Frutilla","Albión",27,70,"PARCELA-Q90","2023-11-11","EN_RIESGO",["PODA:2024-03-28"]
Cultivo,"Frutilla","Ventana",29,70,"PARCELA-I78","2023-03-24","COSECHADO",["SIEMBRA:2023-05-10"]
Cultivo,"Pimiento","Verde",43,90,"PARCELA-Z75","2023-05-23","COSECHADO",["SIEMBRA:2023-09-17"]
Cultivo,"Pimiento","Rojo",48,30,"PARCELA-T24","2023-02-10","COSECHADO",["PODA:2023-07-25"]
Cultivo,"Zanahoria","Chantenay",54,60,"PARCELA-M43","2022-02-28","COSECHADO",["PODA:2022-05-16"]
Cultivo,"Frutilla","Ventana",43,70,"PARCELA-W74","2024-06-19","EN_RIESGO",["RIEGO:2024-10-07"]
Cultivo,"Frutilla","Ventana",56,40,"PARCELA-A91","2024-10-17","ACTIVO",["PODA:2025-04-09"]
Cultivo,"Trigo","Premium",29,70,"PARCELA-V25","2023-04-11","COSECHADO",["FERTILIZACION:2023-09-12"]
Cultivo,"Frutilla","Camarosa",28,70,"PARCELA-U63","2023-12-02","COSECHADO",["FUMIGACION:2024-01-24"]
Cultivo,"Lechuga","Romana",12,00,"PARCELA-H95","2022-01-27","COSECHADO",["SIEMBRA:2022-07-26"]
Cultivo,"Maíz","Amarillo",18,90,"PARCELA-A46","2023-06-09","EN_RIESGO",["FUMIGACION:2023-09-17"]
Cultivo,"Trigo","Premium",57,20,"PARCELA-K92","2022-01-11","ACTIVO",["FERTILIZACION:2022-03-24"]
Cultivo,"Uva","Thompson",48,50,"PARCELA-C04","2024-06-04","COSECHADO",["FERTILIZACION:2024-10-03"]
Cultivo,"Uva","Crimson",59,70,"PARCELA-W35","2024-11-18","ACTIVO",["FUMIGACION:2025-04-05"]
Cultivo,"Maíz","Blanco",7,10,"PARCELA-V68","2023-05-06","COSECHADO",["PODA:2023-09-01"]
Cultivo,"Frutilla","Albión",43,50,"PARCELA-C14","2023-06-24","ACTIVO",["COSECHA:2023-06-30"]
Cultivo,"Uva","Thompson",19,20,"PARCELA-V32","2022-10-08","ACTIVO",["COSECHA:2022-10-11"]
Cultivo,"Papa","Rosada",29,50,"PARCELA-J20","2023-09-22","COSECHADO",["PODA:2024-03-10"]
Cultivo,"Lechuga","Romana",16,10,"PARCELA-P99","2023-09-21","EN_RIESGO",["PODA:2023-11-13"]
Cultivo,"Pimiento","Rojo",45,50,"PARCELA-X25","2023-11-17","EN_RIESGO",["FERTILIZACION:2024-02-07"]
Cultivo,"Uva","Crimson",17,20,"PARCELA-W65","2024-04-11","ACTIVO",["FERTILIZACION:2024-04-22"]
Cultivo,"Zanahoria","Chantenay",50,60,"PARCELA-C30","2023-05-10","COSECHADO",["FUMIGACION:2023-06-11"]
Cultivo,"Lechuga","Iceberg",53,60,"PARCELA-Y25","2022-01-09","EN_RIESGO",["COSECHA:2022-05-30"]
Cultivo,"Uva","Crimson",27,00,"PARCELA-U32","2023-03-10","EN_RIESGO",["COSECHA:2023-06-26"]
Cultivo,"Lechuga","Romana",27,40,"PARCELA-F09","2022-08-18","COSECHADO",["PODA:2023-01-08"]
Cultivo,"Trigo","Blando",50,70,"PARCELA-M24","2023-01-29","EN_RIESGO",["COSECHA:2023-02-19"]
Cultivo,"Zanahoria","Nantesa",55,20,"PARCELA-S33","2023-02-26","EN_RIESGO",["FERTILIZACION:2023-06-02"]
Cultivo,"Frutilla","Albión",57,00,"PARCELA-A04","2023-10-29","COSECHADO",["RIEGO:2024-04-19"]
Cultivo,"Lechuga","Mantecosa",37,50,"PARCELA-G32","2023-11-25","COSECHADO",["FERTILIZACION:2024-01-29"]
Cultivo,"Papa","Andina",29,40,"PARCELA-Y17","2022-08-03","ACTIVO",["SIEMBRA:2022-10-15"]
Cultivo,"Zanahoria","Imperial",13,50,"PARCELA-R99","2024-03-11","EN_RIESGO",["FUMIGACION:2024-06-23"]
Cultivo,"Papa","Rosada",9,10,"PARCELA-D24","2023-02-10","ACTIVO",["SIEMBRA:2023-04-13"]
Cultivo,"Frutilla","Albión",24,00,"PARCELA-H43","2023-09-30","ACTIVO",["PODA:2023-11-19"]
Cultivo,"Frutilla","Camarosa",50,00,"PARCELA-K91","2023-01-21","COSECHADO",["PODA:2023-03-08"]
Cultivo,"Lechuga","Mantecosa",11,80,"PARCELA-K96","2023-01-26","COSECHADO",["PODA:2023-05-25"]
Cultivo,"Lechuga","Mantecosa",48,20,"PARCELA-D77","2023-11-10","ACTIVO",["FERTILIZACION:2024-02-24"]
Cultivo,"Trigo","Premium",55,60,"PARCELA-M14","2022-04-13","COSECHADO",["PODA:2022-06-10"]
Cultivo,"Frutilla","Albión",29,90,"PARCELA-S86","2023-03-27","EN_RIESGO",["RIEGO:2023-03-30"]
Cultivo,"Cebolla","Morada",22,00,"PARCELA-C92","2024-07-25","ACTIVO",["FUMIGACION:2024-11-15"]
Cultivo,"Uva","Thompson",7,00,"PARCELA-V61","2022-05-08","ACTIVO",["COSECHA:2022-07-11"]
Cultivo,"Cebolla","Morada",33,10,"PARCELA-L65","2023-08-30","ACTIVO",["FUMIGACION:2023-10-23"]
Cultivo,"Frutilla","Camarosa",39,50,"PARCELA-H53","2023-05-10","EN_RIESGO",["FERTILIZACION:2023-08-09"]
Cultivo,"Pimiento","Amarillo",27,90,"PARCELA-T71","2024-08-20","COSECHADO",["PODA:2024-12-17"]
Cultivo,"Maíz","Dulce",46,20,"PARCELA-J90","2023-10-01","ACTIVO",["FERTILIZACION:2023-10-02"]
Cultivo,"Zanahoria","Chantenay",54,30,"PARCELA-I33","2023-07-28","EN_RIESGO",["PODA:2023-08-09"]
Cultivo,"Papa","Andina",38,80,"PARCELA-R13","2024-01-26","COSECHADO",["SIEMBRA:2024-03-10"]
Cultivo,"Trigo","Premium",17,30,"PARCELA-V65","2022-02-27","EN_RIESGO",["SIEMBRA:2022-05-21"]
Cultivo,"Tomate","Cherry",22,30,"PARCELA-G89","2024-04-05","COSECHADO",["FERTILIZACION:2024-09-24"]
Cultivo,"Tomate","Cherry",12,30,"PARCELA-C51","2023-06-22","COSECHADO",["FUMIGACION:2023-11-29"]
Cultivo,"Lechuga","Mantecosa",48,30,"PARCELA-O41","2022-08-12","ACTIVO",["RIEGO:2022-10-01"]
Cultivo,"Frutilla","Albión",58,70,"PARCELA-E08","2023-10-20","COSECHADO",["FERTILIZACION:2024-01-18"]
Cultivo,"Maíz","Blanco",19,20,"PARCELA-R41","2023-10-12","EN_RIESGO",["PODA:2023-12-14"]
Cultivo,"Papa","Rosada",37,20,"PARCELA-G11","2023-09-26","EN_RIESGO",["FERTILIZACION:2024-03-20"]
Cultivo,"Cebolla","Amarilla",20,30,"PARCELA-L13","2024-06-23","EN_RIESGO",["FUMIGACION:2024-06-23"]
Cultivo,"Cebolla","Blanca",37,50,"PARCELA-P39","2024-05-22","EN_RIESGO",["SIEMBRA:2024-07-09"]
Cultivo,"Papa","Blanca",39,90,"PARCELA-H44","2023-12-09","EN_RIESGO",["FUMIGACION:2024-01-24"]
Cultivo,"Uva","Crimson",44,70,"PARCELA-Y71","2022-08-19","ACTIVO",["PODA:2022-10-09"]
Cultivo,"Maíz","Amarillo",42,70,"PARCELA-P86","2022-01-10","COSECHADO",["PODA:2022-01-10"]
Cultivo,"Pimiento","Amarillo",13,30,"PARCELA-W91","2024-05-29","ACTIVO",["COSECHA:2024-08-01"]
Cultivo,"Cebolla","Morada",49,80,"PARCELA-I55","2023-06-14","ACTIVO",["RIEGO:2023-11-01"]
Cultivo,"Lechuga","Iceberg",12,60,"PARCELA-V65","2024-04-09","ACTIVO",["PODA:2024-09-30"]
Cultivo,"Uva","Thompson",6,50,"PARCELA-K43","2024-11-05","EN_RIESGO",["SIEMBRA:2025-02-20"]
Cultivo,"Frutilla","Camarosa",18,30,"PARCELA-D30","2024-08-11","ACTIVO",["FUMIGACION:2024-08-27"]
Cultivo,"Zanahoria","Chantenay",22,90,"PARCELA-V65","2023-07-25","ACTIVO",["FUMIGACION:2023-11-27"]
Cultivo,"lechugiota","Verde",34,00,"k56","2025-02-02","ACTIVO",[]
Cultivo,"Ají","Rojo",12,80,"Cajón del maipo","2025-12-12","EN_RIESGO",[]
Cultivo,"Ají","Verde",420,00,"Cajón del Maipo","2025-11-12","ACTIVO",[]
Cultivo,"Ají ","rojo",340,00,"PARCELA-A20","2002-02-02","EN_RIESGO",[]
